chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	1095842862	246.80	0	4742
BdenJEL423_SC01_region	4440149	1095842862	246.80	0	4742
BdenJEL423_SC02	2313122	619530778	267.83	0	11888
BdenJEL423_SC02_region	2313122	619530778	267.83	0	11888
BdenJEL423_SC03	1829408	463688542	253.46	0	6732
BdenJEL423_SC03_region	1829408	463688542	253.46	0	6732
BdenJEL423_SC04	1803316	443442065	245.90	0	1452
BdenJEL423_SC04_region	1803316	443442065	245.90	0	1452
BdenJEL423_SC05	1707251	425819628	249.42	0	6946
BdenJEL423_SC05_region	1707251	425819628	249.42	0	6946
BdenJEL423_SC06	1545501	389249964	251.86	0	10128
BdenJEL423_SC06_region	1545501	389249964	251.86	0	10128
BdenJEL423_SC07	1398854	354006602	253.07	0	6619
BdenJEL423_SC07_region	1398854	354006602	253.07	0	6619
BdenJEL423_SC08	1069847	268677539	251.14	0	8087
BdenJEL423_SC08_region	1069847	268677539	251.14	0	8087
BdenJEL423_SC09	1057463	251597436	237.93	0	1575
BdenJEL423_SC09_region	1057463	251597436	237.93	0	1575
BdenJEL423_SC10	1012305	257827889	254.69	0	2946
BdenJEL423_SC10_region	1012305	257827889	254.69	0	2946
BdenJEL423_SC11	979369	242335720	247.44	0	2046
BdenJEL423_SC11_region	979369	242335720	247.44	0	2046
BdenJEL423_SC12	937107	219381041	234.10	0	2399
BdenJEL423_SC12_region	937107	219381041	234.10	0	2399
BdenJEL423_SC13	898261	256879377	285.97	0	6914
BdenJEL423_SC13_region	898261	256879377	285.97	0	6914
BdenJEL423_SC14	857155	323491018	377.40	0	7862
BdenJEL423_SC14_region	857155	323491018	377.40	0	7862
BdenJEL423_SC15	557602	144395537	258.96	0	2475
BdenJEL423_SC15_region	557602	144395537	258.96	0	2475
BdenJEL423_SC16	498254	121728660	244.31	0	1607
BdenJEL423_SC16_region	498254	121728660	244.31	0	1607
BdenJEL423_SC17	243426	53913858	221.48	0	820
BdenJEL423_SC17_region	243426	53913858	221.48	0	820
BdenJEL423_SC18	48566	16701239	343.89	0	6309
BdenJEL423_SC18_region	48566	16701239	343.89	0	6309
BdenJEL423_SC19	69118	10528781	152.33	0	1062
BdenJEL423_SC19_region	69118	10528781	152.33	0	1062
BdenJEL423_SC20	45066	14710070	326.41	0	1972
BdenJEL423_SC20_region	45066	14710070	326.41	0	1972
BdenJEL423_SC21	28371	7201022	253.82	1	542
BdenJEL423_SC21_region	28371	7201022	253.82	1	542
BdenJEL423_SC22	17531	2824287	161.10	0	1015
BdenJEL423_SC22_region	17531	2824287	161.10	0	1015
BdenJEL423_SC23	15724	9691594	616.36	0	3454
BdenJEL423_SC23_region	15724	9691594	616.36	0	3454
BdenJEL423_SC24	15635	3228560	206.50	0	1403
BdenJEL423_SC24_region	15635	3228560	206.50	0	1403
BdenJEL423_SC25	13302	4159874	312.73	0	1375
BdenJEL423_SC25_region	13302	4159874	312.73	0	1375
BdenJEL423_SC26	12287	4487781	365.25	1	1055
BdenJEL423_SC26_region	12287	4487781	365.25	1	1055
BdenJEL423_SC27	11745	6770602	576.47	0	3154
BdenJEL423_SC27_region	11745	6770602	576.47	0	3154
BdenJEL423_SC28	11715	2391198	204.11	0	563
BdenJEL423_SC28_region	11715	2391198	204.11	0	563
BdenJEL423_SC29	10519	2247130	213.63	0	1178
BdenJEL423_SC29_region	10519	2247130	213.63	0	1178
BdenJEL423_SC30	9825	2483249	252.75	0	1539
BdenJEL423_SC30_region	9825	2483249	252.75	0	1539
BdenJEL423_SC31	9499	1256338	132.26	0	587
BdenJEL423_SC31_region	9499	1256338	132.26	0	587
BdenJEL423_SC32	9394	4363289	464.48	0	3214
BdenJEL423_SC32_region	9394	4363289	464.48	0	3214
BdenJEL423_SC33	8891	1794241	201.80	1	353
BdenJEL423_SC33_region	8891	1794241	201.80	1	353
BdenJEL423_SC34	8868	1776122	200.28	0	931
BdenJEL423_SC34_region	8868	1776122	200.28	0	931
BdenJEL423_SC35	14477	7269644	502.15	0	5119
BdenJEL423_SC35_region	14477	7269644	502.15	0	5119
BdenJEL423_SC36	8411	1454164	172.89	0	824
BdenJEL423_SC36_region	8411	1454164	172.89	0	824
BdenJEL423_SC37	8246	1744944	211.61	0	1293
BdenJEL423_SC37_region	8246	1744944	211.61	0	1293
BdenJEL423_SC38	7919	1740186	219.75	0	1191
BdenJEL423_SC38_region	7919	1740186	219.75	0	1191
BdenJEL423_SC39	7486	3160850	422.23	0	5192
BdenJEL423_SC39_region	7486	3160850	422.23	0	5192
BdenJEL423_SC40	7373	790836	107.26	0	280
BdenJEL423_SC40_region	7373	790836	107.26	0	280
BdenJEL423_SC41	7250	8979199	1238.51	0	4593
BdenJEL423_SC41_region	7250	8979199	1238.51	0	4593
BdenJEL423_SC42	7213	1206290	167.24	0	466
BdenJEL423_SC42_region	7213	1206290	167.24	0	466
BdenJEL423_SC43	7203	771066	107.05	0	563
BdenJEL423_SC43_region	7203	771066	107.05	0	563
BdenJEL423_SC44	7151	1923573	268.99	0	878
BdenJEL423_SC44_region	7151	1923573	268.99	0	878
BdenJEL423_SC45	7120	1264481	177.60	0	711
BdenJEL423_SC45_region	7120	1264481	177.60	0	711
BdenJEL423_SC46	7014	873059	124.47	0	515
BdenJEL423_SC46_region	7014	873059	124.47	0	515
BdenJEL423_SC47	6856	6737819	982.76	1	6132
BdenJEL423_SC47_region	6856	6737819	982.76	1	6132
BdenJEL423_SC48	6834	2296239	336.00	0	898
BdenJEL423_SC48_region	6834	2296239	336.00	0	898
BdenJEL423_SC49	6519	9146239	1403.01	0	7509
BdenJEL423_SC49_region	6519	9146239	1403.01	0	7509
BdenJEL423_SC50	6174	983833	159.35	0	763
BdenJEL423_SC50_region	6174	983833	159.35	0	763
BdenJEL423_SC51	6095	4809643	789.11	0	4669
BdenJEL423_SC51_region	6095	4809643	789.11	0	4669
BdenJEL423_SC52	6071	1152862	189.90	0	632
BdenJEL423_SC52_region	6071	1152862	189.90	0	632
BdenJEL423_SC53	6016	2997756	498.30	0	3183
BdenJEL423_SC53_region	6016	2997756	498.30	0	3183
BdenJEL423_SC54	5992	9373374	1564.31	0	9457
BdenJEL423_SC54_region	5992	9373374	1564.31	0	9457
BdenJEL423_SC55	5977	987483	165.21	0	665
BdenJEL423_SC55_region	5977	987483	165.21	0	665
BdenJEL423_SC56	5808	1082851	186.44	0	1235
BdenJEL423_SC56_region	5808	1082851	186.44	0	1235
BdenJEL423_SC57	5752	3256152	566.09	0	4395
BdenJEL423_SC57_region	5752	3256152	566.09	0	4395
BdenJEL423_SC58	8484	13828637	1629.97	0	8540
BdenJEL423_SC58_region	8484	13828637	1629.97	0	8540
BdenJEL423_SC59	5694	2609293	458.25	1	1168
BdenJEL423_SC59_region	5694	2609293	458.25	1	1168
BdenJEL423_SC60	5543	919929	165.96	3	362
BdenJEL423_SC60_region	5543	919929	165.96	3	362
BdenJEL423_SC61	5512	1140579	206.93	0	770
