chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	682749441	153.77	0	1398
BdenJEL423_SC01_region	4440149	682749441	153.77	0	1398
BdenJEL423_SC02	2313122	408053046	176.41	0	7873
BdenJEL423_SC02_region	2313122	408053046	176.41	0	7873
BdenJEL423_SC03	1829408	283686932	155.07	0	6151
BdenJEL423_SC03_region	1829408	283686932	155.07	0	6151
BdenJEL423_SC04	1803316	277252438	153.75	0	907
BdenJEL423_SC04_region	1803316	277252438	153.75	0	907
BdenJEL423_SC05	1707251	285274636	167.10	0	2253
BdenJEL423_SC05_region	1707251	285274636	167.10	0	2253
BdenJEL423_SC06	1545501	191498232	123.91	0	3256
BdenJEL423_SC06_region	1545501	191498232	123.91	0	3256
BdenJEL423_SC07	1398854	216807746	154.99	0	8943
BdenJEL423_SC07_region	1398854	216807746	154.99	0	8943
BdenJEL423_SC08	1069847	169383157	158.32	0	7049
BdenJEL423_SC08_region	1069847	169383157	158.32	0	7049
BdenJEL423_SC09	1057463	123715390	116.99	0	923
BdenJEL423_SC09_region	1057463	123715390	116.99	0	923
BdenJEL423_SC10	1012305	174178649	172.06	0	3104
BdenJEL423_SC10_region	1012305	174178649	172.06	0	3104
BdenJEL423_SC11	979369	117763379	120.24	0	2060
BdenJEL423_SC11_region	979369	117763379	120.24	0	2060
BdenJEL423_SC12	937107	155274372	165.70	0	901
BdenJEL423_SC12_region	937107	155274372	165.70	0	901
BdenJEL423_SC13	898261	145444022	161.92	0	3364
BdenJEL423_SC13_region	898261	145444022	161.92	0	3364
BdenJEL423_SC14	857155	229717631	268.00	0	8015
BdenJEL423_SC14_region	857155	229717631	268.00	0	8015
BdenJEL423_SC15	557602	90840620	162.91	0	1689
BdenJEL423_SC15_region	557602	90840620	162.91	0	1689
BdenJEL423_SC16	498254	73863877	148.25	0	1019
BdenJEL423_SC16_region	498254	73863877	148.25	0	1019
BdenJEL423_SC17	243426	37044035	152.18	0	886
BdenJEL423_SC17_region	243426	37044035	152.18	0	886
BdenJEL423_SC18	48566	9214050	189.72	0	3007
BdenJEL423_SC18_region	48566	9214050	189.72	0	3007
BdenJEL423_SC19	69118	6239031	90.27	0	685
BdenJEL423_SC19_region	69118	6239031	90.27	0	685
BdenJEL423_SC20	45066	8448696	187.47	0	1096
BdenJEL423_SC20_region	45066	8448696	187.47	0	1096
BdenJEL423_SC21	28371	4371970	154.10	2	271
BdenJEL423_SC21_region	28371	4371970	154.10	2	271
BdenJEL423_SC22	17531	2355476	134.36	0	789
BdenJEL423_SC22_region	17531	2355476	134.36	0	789
BdenJEL423_SC23	15724	5298000	336.94	0	2135
BdenJEL423_SC23_region	15724	5298000	336.94	0	2135
BdenJEL423_SC24	15635	2269624	145.16	0	537
BdenJEL423_SC24_region	15635	2269624	145.16	0	537
BdenJEL423_SC25	13302	2361177	177.51	0	788
BdenJEL423_SC25_region	13302	2361177	177.51	0	788
BdenJEL423_SC26	12287	1273547	103.65	0	513
BdenJEL423_SC26_region	12287	1273547	103.65	0	513
BdenJEL423_SC27	11745	5412331	460.82	0	6149
BdenJEL423_SC27_region	11745	5412331	460.82	0	6149
BdenJEL423_SC28	11715	1884940	160.90	0	455
BdenJEL423_SC28_region	11715	1884940	160.90	0	455
BdenJEL423_SC29	10519	1513831	143.91	0	797
BdenJEL423_SC29_region	10519	1513831	143.91	0	797
BdenJEL423_SC30	9825	1036355	105.48	0	405
BdenJEL423_SC30_region	9825	1036355	105.48	0	405
BdenJEL423_SC31	9499	1095275	115.30	0	619
BdenJEL423_SC31_region	9499	1095275	115.30	0	619
BdenJEL423_SC32	9394	2087493	222.22	0	1516
BdenJEL423_SC32_region	9394	2087493	222.22	0	1516
