chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	171048768	38.52	0	85
BdenJEL423_SC01_region	4440149	171048768	38.52	0	85
BdenJEL423_SC02	2313122	106688995	46.12	0	105
BdenJEL423_SC02_region	2313122	106688995	46.12	0	105
BdenJEL423_SC03	1829408	85887637	46.95	0	102
BdenJEL423_SC03_region	1829408	85887637	46.95	0	102
BdenJEL423_SC04	1803316	69729024	38.67	0	81
BdenJEL423_SC04_region	1803316	69729024	38.67	0	81
BdenJEL423_SC05	1707251	67758297	39.69	0	96
BdenJEL423_SC05_region	1707251	67758297	39.69	0	96
BdenJEL423_SC06	1545501	61551971	39.83	0	103
BdenJEL423_SC06_region	1545501	61551971	39.83	0	103
BdenJEL423_SC07	1398854	64840455	46.35	0	94
BdenJEL423_SC07_region	1398854	64840455	46.35	0	94
BdenJEL423_SC08	1069847	48629575	45.45	0	99
BdenJEL423_SC08_region	1069847	48629575	45.45	0	99
BdenJEL423_SC09	1057463	40030404	37.86	0	81
BdenJEL423_SC09_region	1057463	40030404	37.86	0	81
BdenJEL423_SC10	1012305	42072659	41.56	0	97
BdenJEL423_SC10_region	1012305	42072659	41.56	0	97
BdenJEL423_SC11	979369	39630296	40.47	0	93
BdenJEL423_SC11_region	979369	39630296	40.47	0	93
BdenJEL423_SC12	937107	37030988	39.52	0	81
BdenJEL423_SC12_region	937107	37030988	39.52	0	81
BdenJEL423_SC13	898261	36656210	40.81	0	106
BdenJEL423_SC13_region	898261	36656210	40.81	0	106
BdenJEL423_SC14	857155	39864531	46.51	0	102
BdenJEL423_SC14_region	857155	39864531	46.51	0	102
BdenJEL423_SC15	557602	23501453	42.15	0	93
BdenJEL423_SC15_region	557602	23501453	42.15	0	93
BdenJEL423_SC16	498254	19805880	39.75	0	85
BdenJEL423_SC16_region	498254	19805880	39.75	0	85
BdenJEL423_SC17	243426	8429023	34.63	0	80
BdenJEL423_SC17_region	243426	8429023	34.63	0	80
BdenJEL423_SC18	48566	1897080	39.06	0	105
BdenJEL423_SC18_region	48566	1897080	39.06	0	105
BdenJEL423_SC19	69118	2135647	30.90	0	74
BdenJEL423_SC19_region	69118	2135647	30.90	0	74
BdenJEL423_SC20	45066	1617388	35.89	0	79
BdenJEL423_SC20_region	45066	1617388	35.89	0	79
BdenJEL423_SC21	28371	1117145	39.38	1	65
BdenJEL423_SC21_region	28371	1117145	39.38	1	65
BdenJEL423_SC22	17531	693210	39.54	0	77
BdenJEL423_SC22_region	17531	693210	39.54	0	77
BdenJEL423_SC23	15724	814176	51.78	0	99
BdenJEL423_SC23_region	15724	814176	51.78	0	99
BdenJEL423_SC24	15635	680877	43.55	0	72
BdenJEL423_SC24_region	15635	680877	43.55	0	72
BdenJEL423_SC25	13302	508630	38.24	0	75
BdenJEL423_SC25_region	13302	508630	38.24	0	75
BdenJEL423_SC26	12287	502437	40.89	0	72
BdenJEL423_SC26_region	12287	502437	40.89	0	72
BdenJEL423_SC27	11745	602330	51.28	0	94
BdenJEL423_SC27_region	11745	602330	51.28	0	94
BdenJEL423_SC28	11715	540158	46.11	0	74
BdenJEL423_SC28_region	11715	540158	46.11	0	74
BdenJEL423_SC29	10519	358804	34.11	0	71
BdenJEL423_SC29_region	10519	358804	34.11	0	71
BdenJEL423_SC30	9825	386377	39.33	0	67
BdenJEL423_SC30_region	9825	386377	39.33	0	67
BdenJEL423_SC31	9499	391210	41.18	0	68
BdenJEL423_SC31_region	9499	391210	41.18	0	68
BdenJEL423_SC32	9394	485868	51.72	0	96
BdenJEL423_SC32_region	9394	485868	51.72	0	96
BdenJEL423_SC33	8891	298152	33.53	0	60
BdenJEL423_SC33_region	8891	298152	33.53	0	60
BdenJEL423_SC34	8868	375394	42.33	0	76
BdenJEL423_SC34_region	8868	375394	42.33	0	76
BdenJEL423_SC35	14477	543425	37.54	0	95
BdenJEL423_SC35_region	14477	543425	37.54	0	95
BdenJEL423_SC36	8411	342175	40.68	0	70
BdenJEL423_SC36_region	8411	342175	40.68	0	70
BdenJEL423_SC37	8246	312753	37.93	0	63
BdenJEL423_SC37_region	8246	312753	37.93	0	63
BdenJEL423_SC38	7919	298946	37.75	0	76
BdenJEL423_SC38_region	7919	298946	37.75	0	76
BdenJEL423_SC39	7486	298175	39.83	0	88
BdenJEL423_SC39_region	7486	298175	39.83	0	88
BdenJEL423_SC40	7373	235775	31.98	0	56
BdenJEL423_SC40_region	7373	235775	31.98	0	56
BdenJEL423_SC41	7250	465698	64.23	0	144
BdenJEL423_SC41_region	7250	465698	64.23	0	144
BdenJEL423_SC42	7213	295920	41.03	0	66
BdenJEL423_SC42_region	7213	295920	41.03	0	66
BdenJEL423_SC43	7203	315914	43.86	0	69
BdenJEL423_SC43_region	7203	315914	43.86	0	69
BdenJEL423_SC44	7151	295947	41.39	0	68
BdenJEL423_SC44_region	7151	295947	41.39	0	68
BdenJEL423_SC45	7120	273270	38.38	0	77
BdenJEL423_SC45_region	7120	273270	38.38	0	77
BdenJEL423_SC46	7014	283469	40.41	0	68
BdenJEL423_SC46_region	7014	283469	40.41	0	68
BdenJEL423_SC47	6856	360760	52.62	0	97
BdenJEL423_SC47_region	6856	360760	52.62	0	97
BdenJEL423_SC48	6834	326494	47.77	0	72
BdenJEL423_SC48_region	6834	326494	47.77	0	72
BdenJEL423_SC49	6519	377746	57.95	0	94
BdenJEL423_SC49_region	6519	377746	57.95	0	94
BdenJEL423_SC50	6174	237733	38.51	0	65
BdenJEL423_SC50_region	6174	237733	38.51	0	65
BdenJEL423_SC51	6095	308803	50.66	0	89
BdenJEL423_SC51_region	6095	308803	50.66	0	89
BdenJEL423_SC52	6071	266119	43.83	0	71
BdenJEL423_SC52_region	6071	266119	43.83	0	71
BdenJEL423_SC53	6016	293557	48.80	0	95
BdenJEL423_SC53_region	6016	293557	48.80	0	95
BdenJEL423_SC54	5992	385144	64.28	0	95
BdenJEL423_SC54_region	5992	385144	64.28	0	95
BdenJEL423_SC55	5977	211583	35.40	0	63
BdenJEL423_SC55_region	5977	211583	35.40	0	63
BdenJEL423_SC56	5808	252552	43.48	0	77
BdenJEL423_SC56_region	5808	252552	43.48	0	77
BdenJEL423_SC57	5752	334080	58.08	0	95
BdenJEL423_SC57_region	5752	334080	58.08	0	95
BdenJEL423_SC58	8484	446238	52.60	0	129
BdenJEL423_SC58_region	8484	446238	52.60	0	129
BdenJEL423_SC59	5694	254518	44.70	0	75
BdenJEL423_SC59_region	5694	254518	44.70	0	75
BdenJEL423_SC60	5543	231478	41.76	0	72
BdenJEL423_SC60_region	5543	231478	41.76	0	72
BdenJEL423_SC61	5512	213233	38.69	0	69
BdenJEL423_SC61_region	5512	213233	38.69	0	69
BdenJEL423_SC62	5380	243120	45.19	2	74
BdenJEL423_SC62_region	5380	243120	45.19	2	74
BdenJEL423_SC63	5288	176736	33.42	0	60
BdenJEL423_SC63_region	5288	176736	33.42	0	60
BdenJEL423_SC64	5189	207520	39.99	0	69
BdenJEL423_SC64_region	5189	207520	39.99	0	69
BdenJEL423_SC65	5077	384908	75.81	0	96
BdenJEL423_SC65_region	5077	384908	75.81	0	96
BdenJEL423_SC66	4922	214150	43.51	1	68
BdenJEL423_SC66_region	4922	214150	43.51	1	68
BdenJEL423_SC67	4755	72701	15.29	0	59
BdenJEL423_SC67_region	4755	72701	15.29	0	59
BdenJEL423_SC68	4529	272360	60.14	2	98
BdenJEL423_SC68_region	4529	272360	60.14	2	98
BdenJEL423_SC69	2608	166036	63.66	0	91
BdenJEL423_SC69_region	2608	166036	63.66	0	91
BdenJEL423_mito	175284	16085319	91.77	0	149
BdenJEL423_mito_region	175284	16085319	91.77	0	149
total	23897668	1002845404	41.96	0	149
total_region	23897668	1002845404	41.96	0	149
