chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	304629005	68.61	0	2001
BdenJEL423_SC01_region	4440149	304629005	68.61	0	2001
BdenJEL423_SC02	2313122	191585373	82.83	0	2982
BdenJEL423_SC02_region	2313122	191585373	82.83	0	2982
BdenJEL423_SC03	1829408	162939382	89.07	0	2819
BdenJEL423_SC03_region	1829408	162939382	89.07	0	2819
BdenJEL423_SC04	1803316	126900450	70.37	0	400
BdenJEL423_SC04_region	1803316	126900450	70.37	0	400
BdenJEL423_SC05	1707251	125677734	73.61	0	3309
BdenJEL423_SC05_region	1707251	125677734	73.61	0	3309
BdenJEL423_SC06	1545501	108115831	69.96	0	2910
BdenJEL423_SC06_region	1545501	108115831	69.96	0	2910
BdenJEL423_SC07	1398854	75848380	54.22	0	2531
BdenJEL423_SC07_region	1398854	75848380	54.22	0	2531
BdenJEL423_SC08	1069847	76264393	71.29	0	2269
BdenJEL423_SC08_region	1069847	76264393	71.29	0	2269
BdenJEL423_SC09	1057463	69797184	66.00	0	448
BdenJEL423_SC09_region	1057463	69797184	66.00	0	448
BdenJEL423_SC10	1012305	73303655	72.41	0	869
BdenJEL423_SC10_region	1012305	73303655	72.41	0	869
BdenJEL423_SC11	979369	67282276	68.70	0	532
BdenJEL423_SC11_region	979369	67282276	68.70	0	532
BdenJEL423_SC12	937107	60881100	64.97	0	545
BdenJEL423_SC12_region	937107	60881100	64.97	0	545
BdenJEL423_SC13	898261	75057994	83.56	0	2749
BdenJEL423_SC13_region	898261	75057994	83.56	0	2749
BdenJEL423_SC14	857155	91911708	107.23	0	2483
BdenJEL423_SC14_region	857155	91911708	107.23	0	2483
BdenJEL423_SC15	557602	49456147	88.69	0	711
BdenJEL423_SC15_region	557602	49456147	88.69	0	711
BdenJEL423_SC16	498254	25041714	50.26	0	487
BdenJEL423_SC16_region	498254	25041714	50.26	0	487
BdenJEL423_SC17	243426	18358290	75.42	0	449
BdenJEL423_SC17_region	243426	18358290	75.42	0	449
BdenJEL423_SC18	48566	4524398	93.16	0	1360
BdenJEL423_SC18_region	48566	4524398	93.16	0	1360
BdenJEL423_SC19	69118	3054807	44.20	0	402
BdenJEL423_SC19_region	69118	3054807	44.20	0	402
