chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	174666547	39.34	0	334
BdenJEL423_SC01_region	4440149	174666547	39.34	0	334
BdenJEL423_SC02	2313122	117947197	50.99	0	850
BdenJEL423_SC02_region	2313122	117947197	50.99	0	850
BdenJEL423_SC03	1829408	89262365	48.79	0	1227
BdenJEL423_SC03_region	1829408	89262365	48.79	0	1227
BdenJEL423_SC04	1803316	83283218	46.18	0	226
BdenJEL423_SC04_region	1803316	83283218	46.18	0	226
BdenJEL423_SC05	1707251	78912636	46.22	0	737
BdenJEL423_SC05_region	1707251	78912636	46.22	0	737
BdenJEL423_SC06	1545501	73268995	47.41	0	950
BdenJEL423_SC06_region	1545501	73268995	47.41	0	950
BdenJEL423_SC07	1398854	69642571	49.79	0	477
BdenJEL423_SC07_region	1398854	69642571	49.79	0	477
BdenJEL423_SC08	1069847	47983336	44.85	0	1132
BdenJEL423_SC08_region	1069847	47983336	44.85	0	1132
BdenJEL423_SC09	1057463	40390606	38.20	0	174
BdenJEL423_SC09_region	1057463	40390606	38.20	0	174
BdenJEL423_SC10	1012305	43396987	42.87	0	585
BdenJEL423_SC10_region	1012305	43396987	42.87	0	585
BdenJEL423_SC11	979369	41870280	42.75	0	357
BdenJEL423_SC11_region	979369	41870280	42.75	0	357
BdenJEL423_SC12	937107	38285035	40.85	0	201
BdenJEL423_SC12_region	937107	38285035	40.85	0	201
BdenJEL423_SC13	898261	44490337	49.53	0	901
BdenJEL423_SC13_region	898261	44490337	49.53	0	901
BdenJEL423_SC14	857155	75743437	88.37	0	1748
BdenJEL423_SC14_region	857155	75743437	88.37	0	1748
BdenJEL423_SC15	557602	26789153	48.04	0	276
BdenJEL423_SC15_region	557602	26789153	48.04	0	276
BdenJEL423_SC16	498254	16954916	34.03	0	173
BdenJEL423_SC16_region	498254	16954916	34.03	0	173
BdenJEL423_SC17	243426	8130662	33.40	0	159
BdenJEL423_SC17_region	243426	8130662	33.40	0	159
BdenJEL423_SC18	48566	2579382	53.11	0	473
BdenJEL423_SC18_region	48566	2579382	53.11	0	473
BdenJEL423_SC19	69118	1724637	24.95	0	91
BdenJEL423_SC19_region	69118	1724637	24.95	0	91
BdenJEL423_SC20	45066	1374452	30.50	0	163
BdenJEL423_SC20_region	45066	1374452	30.50	0	163
BdenJEL423_SC21	28371	1262352	44.49	0	88
BdenJEL423_SC21_region	28371	1262352	44.49	0	88
BdenJEL423_SC22	17531	523596	29.87	0	91
BdenJEL423_SC22_region	17531	523596	29.87	0	91
BdenJEL423_SC23	15724	1317208	83.77	0	389
BdenJEL423_SC23_region	15724	1317208	83.77	0	389
BdenJEL423_SC24	15635	579215	37.05	0	111
BdenJEL423_SC24_region	15635	579215	37.05	0	111
BdenJEL423_SC25	13302	768020	57.74	0	334
BdenJEL423_SC25_region	13302	768020	57.74	0	334
BdenJEL423_SC26	12287	611227	49.75	0	171
BdenJEL423_SC26_region	12287	611227	49.75	0	171
BdenJEL423_SC27	11745	854582	72.76	0	313
BdenJEL423_SC27_region	11745	854582	72.76	0	313
BdenJEL423_SC28	11715	562593	48.02	0	127
BdenJEL423_SC28_region	11715	562593	48.02	0	127
BdenJEL423_SC29	10519	287605	27.34	0	61
